Day Number,Day of the Year,Date,"Air Temperature (24hr, K)",Air Temperature (24hr) strength,"Air Temperature (daytime, K)",Air Temperature (daytime) strength,"Relative Humidity (24hr, fraction)",Relative Humidity (24hr) strength,"Relative Humidity (daytime, fraction)",Relative Humidity (daytime) strength,"Pressure (24hr, kPa)",Pressure (24hr) strength,"Pressure (daytime, kPa)",Pressure (12hr) strength,"Soil Moisture (24hr, %)",Soil Moisture (24hr) strength,"Soil Moisture (daytime, %)",Soil Moisture (daytime) strength,"Net Radiation (24hr, W/m^2)",Net Radiation (24hr) strength,"Net Radiation (daytime, W/m^2)",Net Radiation (daytime) strength,"Ground Heat Flux (24hr, W/m^2)",Ground Heat Flux (24hr) strength,"Ground Heat Flux (daytime, W/m^2)",Ground Heat Flux (daytime) strength,"Latent Heat Flux (24hr, W/m^2)",Latent Heat Flux (24hr) strength,"Latent Heat Flux (daytime, W/m^2)",Latent Heat Flux (daytime) strength,"Sensible Heat Flux (24hr, W/m^2)",Sensible Heat Flux (24hr) strength,"Sensible Heat Flux (daytime, W/m^2)",Sensible Heat Flux (daytime) strength,Precipitation (m),Snowfall (m),Day Number,Day of the Year,Date
3365,78,19-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.00762,0,3365,78,37334
3366,79,20-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3366,79,37335
3367,80,21-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3367,80,37336
3368,81,22-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3368,81,37337
3369,82,23-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3369,82,37338
3370,83,24-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.000508,0,3370,83,37339
3371,84,25-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3371,84,37340
3372,85,26-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3372,85,37341
3373,86,27-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3373,86,37342
3374,87,28-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3374,87,37343
3375,88,29-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3375,88,37344
3376,89,30-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.000254,0,3376,89,37345
3377,90,31-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3377,90,37346
3378,91,01-Apr-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3378,91,37347
3379,92,02-Apr-02,11.837836,42,11.920148,25,0.572407,42,0.584296,25,96.360548,42,96.29164,25,19.527157,42,19.433328,25,101.583379,42,192.09576,25,5.264378,42,-1.207217,25,20.760264,42,29.679064,25,-86.087367,42,-161.20904,25,0,0,3379,92,37348
3380,93,03-Apr-02,4.877235,48,4.9918,25,0.414571,48,0.380224,25,97.640292,48,97.75644,25,19.568363,48,19.561208,25,141.108806,48,302.493188,25,10.466835,48,-9.336484,25,33.966498,48,43.04204,25,-125.765774,47,-250.113436,25,0,0,3380,93,37349
3381,94,04-Apr-02,7.153729,48,8.991308,25,0.482069,48,0.414492,25,97.656271,48,97.73384,25,19.6707,48,19.650608,25,104.38061,48,240.847532,25,3.335096,48,-21.88742,25,25.454292,48,46.313044,25,-82.261588,48,-172.64756,25,0,0,3381,94,37350
3382,95,05-Apr-02,11.938994,48,13.550452,25,0.542179,48,0.497196,25,97.538271,48,97.59904,25,19.558013,48,19.573384,25,127.745885,48,269.699852,25,-8.85977,48,-33.320846,25,25.582677,47,48.268296,25,-96.102281,47,-188.110388,25,0,0,3382,95,37351
3383,96,06-Apr-02,10.248023,48,9.533452,25,0.802052,48,0.879664,25,96.979125,48,97.02912,25,20.356908,48,20.45348,25,26.143146,48,56.219608,25,5.545622,48,2.690734,25,38.096565,48,72.002728,25,-3.702587,47,-6.428637,24,0,0,3383,96,37352
3384,97,07-Apr-02,9.819415,48,10.0808,25,1.004723,48,1.01006,25,95.738917,48,95.7228,25,22.917133,48,22.93028,25,7.659342,48,21.346156,25,2.380071,48,-1.550843,25,11.0038,48,16.473352,25,0.964333,48,-3.322016,25,0,0,3384,97,37353
3385,98,08-Apr-02,12.0542,48,12.64724,25,0.97074,48,0.962516,25,95.879063,48,95.80796,25,22.574962,48,22.515312,25,45.997458,48,98.691216,25,-10.238181,48,-21.3284,25,30.424171,48,53.954868,25,-5.334877,48,-23.40728,25,0,0,3385,98,37354
3386,99,09-Apr-02,13.594371,48,14.861652,25,0.794592,48,0.735468,25,97.383917,48,97.50644,25,21.477558,48,21.424384,25,160.8912,48,343.611792,25,-17.890549,48,-52.227625,25,61.344789,47,123.416308,24,-87.243767,48,-181.179644,25,0,0,3386,99,37355
3387,100,10-Apr-02,16.733625,48,18.4176,25,0.787913,48,0.735296,25,97.283458,48,97.35532,25,21.184467,48,21.160976,25,137.820208,48,306.9658,25,-17.34388,48,-46.649066,25,46.732875,48,97.360964,25,-73.743779,48,-162.95638,25,0,0,3387,100,37356
3388,101,11-Apr-02,19.501583,48,21.18996,25,0.73969,48,0.684624,25,96.686104,48,96.69956,25,20.862083,48,20.836304,25,103.944771,48,241.02788,25,-20.333527,48,-41.487156,25,36.26461,48,77.792704,25,-47.347046,48,-121.748584,25,0,0,3388,101,37357
3389,102,12-Apr-02,16.167667,48,16.053,25,0.903567,48,0.930848,25,96.793958,48,96.85804,25,23.086613,48,23.876304,25,31.804873,48,82.87764,25,-7.021345,48,-19.943903,25,24.667492,48,45.594832,25,-0.115979,48,-17.338804,25,0,0,3389,102,37358
3390,103,13-Apr-02,17.063,48,17.48684,25,0.901471,48,0.871324,25,96.733333,48,96.75156,25,26.336737,48,27.548744,25,91.102119,48,189.156752,25,-16.394367,48,-35.814025,25,59.321715,47,123.256454,24,-22.531717,48,-46.363336,25,0,0,3390,103,37359
3391,104,14-Apr-02,19.926458,48,21.7214,25,0.857937,48,0.781512,25,96.332583,48,96.3912,25,24.504271,48,24.4284,25,170.752296,48,353.276524,25,-29.235533,48,-66.500199,25,77.801521,47,150.178292,25,-67.927238,47,-136.598204,25,0,0,3391,104,37360
3392,105,15-Apr-02,22.530771,48,23.87152,25,0.784827,48,0.745588,25,95.883375,48,95.90144,25,22.154396,48,22.115376,25,148.297167,48,326.57376,25,-28.3011,48,-52.74993,25,54.731119,48,109.09496,25,-65.264917,48,-164.72892,25,0,0,3392,105,37361
3393,106,16-Apr-02,22.281187,48,22.87048,25,0.807925,48,0.77614,25,96.044917,48,96.10464,25,21.445133,48,21.40152,25,102.37396,48,229.470364,25,-21.958433,48,-37.96321,25,49.288469,48,98.892408,25,-31.127133,48,-92.61474,25,0,0,3393,106,37362
3394,107,17-Apr-02,24.023958,48,25.43432,25,0.809465,48,0.750508,25,96.5505,48,96.63888,25,21.046492,48,21.064672,25,162.921523,48,345.500592,25,-33.212405,48,-57.680963,25,59.581617,47,125.527442,24,-80.554173,48,-184.949384,25,0,0,3394,107,37363
3395,108,18-Apr-02,23.204208,48,23.72136,25,0.822033,48,0.784548,25,96.409812,48,96.43696,25,20.660021,48,20.657624,25,76.293304,48,182.79916,25,-17.892233,48,-30.169666,25,35.62306,48,72.97648,25,-22.777604,48,-79.65232,25,0,0,3395,108,37364
3396,109,19-Apr-02,18.800229,48,19.93812,25,0.889479,48,0.882456,25,96.462729,48,96.51204,25,20.37455,48,20.387376,25,41.026606,48,100.556,25,-3.155811,48,-14.07381,25,28.285646,48,54.83548,25,-9.558075,48,-31.647092,25,0,0,3396,109,37365
3397,110,20-Apr-02,16.033083,48,16.5492,25,0.946623,48,0.954648,25,96.244292,48,96.2744,25,20.232337,48,20.228216,25,33.005988,48,69.130132,25,-1.097503,48,-10.140179,25,24.438546,48,37.886052,25,-7.470065,48,-21.104264,25,0,0,3397,110,37366
3398,111,21-Apr-02,16.13575,48,15.83576,25,0.730129,48,0.651568,25,96.499292,48,96.60284,25,19.981962,48,19.95424,25,151.655575,48,314.508344,25,-7.290492,48,-24.960629,25,57.446577,48,112.35044,25,-86.918169,48,-177.196604,25,0,0,3398,111,37367
3399,112,22-Apr-02,17.570092,48,19.801844,25,0.611367,48,0.495608,25,96.769625,48,96.892,25,19.755358,48,19.757552,25,166.615417,48,360.68224,25,-4.571903,48,-34.258622,25,81.300294,47,143.39328,25,-87.866848,48,-183.03208,25,0,0,3399,112,37368
3400,113,23-Apr-02,21.557625,48,22.2898,25,0.889021,48,0.892272,25,96.288854,48,96.34576,25,19.487917,48,19.448056,25,72.71759,48,162.191364,25,-20.244386,48,-35.908566,25,28.040775,48,56.821768,25,-24.4322,48,-69.460808,25,0,0,3400,113,37369
3401,114,24-Apr-02,19.982854,48,21.545,25,0.635427,48,0.57078,25,96.564187,48,96.5542,25,19.066,48,19.0158,25,157.18175,48,349.26304,25,-7.830706,48,-28.310849,25,59.410265,46,113.540913,23,-89.215,46,-220.881609,23,0,0,3401,114,37370
3402,115,25-Apr-02,10.9082,48,12.330812,25,0.590894,48,0.455044,25,97.454188,48,97.57764,25,19.308325,48,18.882072,25,47.670575,48,123.914416,25,20.901887,48,8.03508,25,45.636426,47,69.014316,25,-29.071733,48,-62.93508,25,0,0,3402,115,37371
3403,116,26-Apr-02,9.337742,48,9.398696,25,1.00199,48,0.995204,25,96.717875,48,96.79004,25,21.996179,48,22.014728,25,27.757254,48,56.518352,25,13.472074,48,9.865902,25,26.976192,48,41.94132,25,-14.253104,48,-24.442832,25,0,0,3403,116,37372
3404,117,27-Apr-02,19.886771,48,23.04304,25,0.680379,48,0.598464,25,95.704958,48,95.6116,25,21.513671,48,21.595936,25,171.613892,48,353.680088,25,-21.145927,48,-49.870433,25,117.120352,48,213.1814,25,-33.34775,48,-90.62854,25,0,0,3404,117,37373
3405,118,28-Apr-02,16.621083,48,16.70832,25,0.648044,48,0.598092,25,96.558292,48,96.7596,25,20.874521,48,20.858144,25,175.000848,48,380.29588,25,-11.775498,48,-41.840431,25,71.701623,48,129.655864,25,-91.52385,48,-208.799808,25,0,0,3405,118,37374
3406,119,29-Apr-02,18.509729,48,20.07524,25,0.811142,48,0.743896,25,96.44575,48,96.51956,25,20.521679,48,20.491848,25,150.783683,48,317.5541,25,-19.008569,48,-49.132832,25,62.12901,48,123.802432,25,-69.645194,48,-144.617156,25,0,0,3406,119,37375
3407,120,30-Apr-02,22.636625,48,24.54572,25,0.88466,48,0.849996,25,95.673583,48,95.68524,25,20.247396,48,20.26364,25,85.647258,48,193.305056,25,-21.688548,48,-44.23536,25,35.101369,48,72.152156,25,-28.856952,48,-76.916824,25,0,0,3407,120,37376
3408,121,01-May-02,26.007125,48,28.98016,25,0.576723,48,0.407408,25,95.223854,48,95.25528,25,19.775254,48,19.779472,25,164.824937,48,357.91948,25,-23.60784,48,-50.689002,25,91.566228,47,173.852624,25,-60.880802,48,-133.377692,25,0,0,3408,121,37377
3409,122,02-May-02,11.57944,48,11.388268,25,0.797004,48,0.732184,25,96.145604,48,96.2946,25,19.131187,48,19.04788,25,87.639775,48,187.307412,25,16.163303,48,6.444965,25,48.100813,48,76.98376,25,-55.702231,48,-116.76854,25,0,0,3409,122,37378
3410,123,03-May-02,13.874481,48,15.70772,25,0.8225,48,0.755388,25,96.350875,48,96.34936,25,18.983862,48,18.953216,25,139.063302,48,296.83258,25,-8.394272,48,-37.94377,25,57.163723,48,107.7542,25,-73.505885,48,-151.135804,25,0,0,3410,123,37379
3411,124,04-May-02,17.913,48,20.41712,25,0.838302,48,0.7433,25,96.790292,48,96.87044,25,18.756892,48,18.739736,25,164.303458,48,339.325304,25,-15.367165,48,-45.601042,25,79.172308,48,154.252216,25,-77.310853,47,-157.155908,24,0,0,3411,124,37380
3412,125,05-May-02,21.008417,48,22.37716,25,0.867683,48,0.812248,25,96.705313,48,96.79608,25,18.583892,48,18.597224,25,112.267717,48,236.755268,25,-16.494442,48,-35.002974,25,43.625383,48,89.299812,25,-52.147946,48,-112.452484,25,0,0,3412,125,37381
3413,126,06-May-02,24.863082,49,25.822962,26,0.791637,49,0.755896,26,96.24602,49,96.261192,26,18.370314,49,18.371785,26,114.4392,49,241.546342,26,-22.03528,49,-37.399918,26,53.383288,49,98.114619,26,-39.02018,49,-106.030935,26,0,0,3413,126,37382
3414,127,07-May-02,24.922687,48,25.74484,25,0.779937,48,0.751924,25,95.974563,48,96.06632,25,18.140617,48,18.114216,25,132.377075,48,285.89076,25,-21.254254,48,-38.877109,25,58.417417,47,95.533212,25,-62.354822,46,-151.479088,25,0,0,3414,127,37383
3415,128,08-May-02,25.103375,48,26.13172,25,0.769567,48,0.745436,25,95.586542,48,95.59784,25,17.81825,48,17.837824,25,129.907721,48,286.19824,25,-19.215346,48,-37.752063,25,75.461263,48,119.0836,25,-52.001049,47,-129.362212,25,0.000508,0,3415,128,37384
3416,129,09-May-02,16.392292,48,17.20296,25,0.473463,48,0.409132,25,96.789812,48,96.95312,25,17.278667,48,17.270704,25,185.283617,48,388.97072,25,4.558474,48,-18.830454,25,85.492542,48,146.4567,25,-104.348983,48,-223.68244,25,0,0,3416,129,37385
3417,130,10-May-02,16.716,48,16.71212,25,0.816623,48,0.854376,25,96.675833,48,96.73692,25,17.642037,48,17.678136,25,49.495487,48,103.220616,25,0.436239,48,-7.55557,25,42.521979,48,69.71192,25,-7.409598,48,-25.952864,25,0.004572,0,3417,130,37386
3418,131,11-May-02,23.507583,48,24.29392,25,0.830454,48,0.826604,25,96.193354,48,96.21732,25,17.967096,48,17.977824,25,61.301529,48,139.542328,25,-15.620516,48,-26.787507,25,43.957181,47,70.61254,25,-3.280757,47,-42.143512,25,0,0,3418,131,37387
3419,132,12-May-02,16.403042,48,15.37564,25,0.894856,48,0.954228,25,96.603792,48,96.59812,25,17.672692,48,17.665704,25,17.927727,48,57.52744,25,9.849139,48,7.436302,25,27.677152,48,48.425328,25,-0.099665,48,-16.538408,25,0.001016,0,3419,132,37388
3420,133,13-May-02,14.380515,48,16.634996,25,0.634092,48,0.5341,25,97.526437,48,97.66732,25,17.366038,48,17.328744,25,190.009979,48,411.01384,25,-1.035503,48,-32.648009,25,92.089746,48,171.219552,25,-96.884771,48,-207.14632,25,0,0,3420,133,37389
3421,134,14-May-02,16.789083,48,19.45872,25,0.584213,48,0.490776,25,97.027708,48,97.11512,25,17.162146,48,17.129088,25,189.602058,48,401.172192,25,-6.777528,48,-40.564908,25,82.863133,48,152.083804,25,-99.96119,48,-208.523068,25,0,0,3421,134,37390
3422,135,15-May-02,19.918167,48,21.47636,25,0.619715,48,0.57714,25,96.261312,48,96.24688,25,16.907137,48,16.928248,25,107.616048,48,235.41904,25,-4.05483,48,-20.263082,25,65.384433,46,119.010572,25,-64.605887,47,-96.145516,25,0,0,3422,135,37391
3423,136,16-May-02,23.362646,48,24.7394,25,0.757567,48,0.728556,25,96.041458,48,96.08172,25,16.638387,48,16.647544,25,105.547213,48,234.00204,25,-17.93036,48,-36.450888,25,46.85096,45,100.92736,25,-54.650528,47,-96.622616,25,0.030226,0,3423,136,37392
3424,137,17-May-02,15.871854,48,15.38536,25,0.845842,48,0.834704,25,96.666229,48,96.76436,25,23.60975,48,24.407088,25,79.437312,48,177.087,25,7.403797,48,-5.777634,25,57.339273,48,104.933144,25,-29.502196,48,-66.377128,25,0,0,3424,137,37393
3425,138,18-May-02,14.157848,48,16.211372,25,0.702448,48,0.598192,25,97.342938,48,97.43004,25,23.140542,48,23.046576,25,186.341371,48,400.51114,25,-3.853154,48,-40.494855,25,94.379688,48,175.887196,25,-88.108862,48,-184.129808,25,0,0,3425,138,37394
3426,139,19-May-02,15.557131,48,18.030532,25,0.678252,48,0.56116,25,97.247187,48,97.30668,25,22.117,48,22.122048,25,189.486685,48,398.3966,25,-4.744843,48,-40.844333,25,87.209215,48,162.390828,25,-97.533354,48,-195.162888,25,0,0,3426,139,37395
3427,140,20-May-02,17.134333,48,19.50232,25,0.6662,48,0.564228,25,97.214625,48,97.28044,25,21.280887,48,21.2232,25,188.460558,48,395.82032,25,-8.576521,48,-41.327015,25,83.739951,47,152.112856,25,-99.794432,47,-202.3794,25,0,0,3427,140,37396
3428,141,21-May-02,18.915,48,21.58756,25,0.643369,48,0.542264,25,96.897688,48,96.97416,25,20.644421,48,20.612328,25,189.938417,48,403.67512,25,-9.298782,48,-41.647551,25,86.027415,48,155.52306,25,-94.612294,48,-206.504548,25,0,0,3428,141,37397
3429,142,22-May-02,20.836271,48,21.49764,25,0.689656,48,0.690848,25,96.327562,48,96.36936,25,20.1942,48,20.170456,25,76.991667,48,186.30952,25,-3.407849,48,-17.131084,25,45.478792,48,78.427828,25,-28.105533,48,-90.751504,25,0,0,3429,142,37398
3430,143,23-May-02,21.033354,48,21.31188,25,0.831154,48,0.838196,25,96.138417,48,96.18912,25,19.831392,48,19.816888,25,38.879869,48,103.947376,25,-7.323202,48,-17.226247,25,31.087894,48,54.461096,25,-0.46846,48,-32.259468,25,0,0,3430,143,37399
3431,144,24-May-02,21.152104,48,23.37,25,0.839371,48,0.774764,25,96.297688,48,96.2714,25,19.584508,48,19.53588,25,106.108883,48,219.5492,25,-11.988146,48,-29.52513,25,44.154629,48,79.607092,25,-55.396728,47,-110.416664,25,0.006858,0,3431,144,37400
3432,145,25-May-02,13.701165,48,13.860364,25,0.863506,48,0.825052,25,96.732979,48,96.83224,25,19.48815,48,19.512608,25,140.714321,48,274.742496,25,-0.534616,48,-20.201912,25,83.076121,48,138.51056,25,-62.688743,47,-129.422788,24,0.001016,0,3432,145,37401
3433,146,26-May-02,21.298521,48,23.39848,25,0.811288,48,0.734408,25,96.669333,48,96.7572,25,19.966988,48,20.096704,25,207.830198,48,413.293512,25,-25.806044,48,-60.061043,25,105.024706,48,197.781808,25,-76.999325,48,-155.450492,25,0.00762,0,3433,146,37402
3434,147,27-May-02,19.75,48,20.64476,25,0.879763,48,0.881192,25,96.388542,48,96.41208,25,20.9393,48,20.995144,25,65.107808,48,144.000472,25,-2.692142,48,-19.380376,25,63.168571,48,90.196624,25,-14.484726,46,-34.423212,25,0.001016,0,3434,147,37403
3435,148,28-May-02,18.636271,48,19.4628,25,0.96794,48,0.954636,25,96.309958,48,96.35604,25,21.410338,48,21.398504,25,80.994125,48,174.335408,25,-8.042071,48,-29.065723,25,62.468354,48,118.28152,25,-16.532602,47,-39.521625,24,0.004318,0,3435,148,37404
3436,149,29-May-02,20.001896,48,21.65568,25,0.853019,48,0.783976,25,96.314062,48,96.3996,25,21.636292,48,21.583056,25,198.854952,48,396.025328,25,-19.78435,48,-57.504751,25,110.756777,48,203.56516,25,-68.313948,48,-134.955724,25,0,0,3436,149,37405
3437,150,30-May-02,23.427561,41,26.486263,19,0.712005,41,0.526058,19,96.222175,40,96.278556,18,21.05556,40,21.000456,18,210.958171,41,479.813158,19,-24.407045,40,-76.487509,18,111.578274,39,235.225556,18,-93.039132,41,-160.547895,19,0,0,3437,150,37406
3438,151,31-May-02,24.149708,48,26.65196,25,0.755494,48,0.641404,25,96.385271,48,96.4558,25,20.572071,48,20.55536,25,212.214206,48,427.531824,25,-20.308787,48,-58.817275,25,111.603898,48,212.24864,25,-80.301662,48,-156.46616,25,0,0,3438,151,37407
3439,152,01-Jun-02,24.694708,48,27.0314,25,0.728446,48,0.6349,25,96.391396,48,96.47312,25,20.157883,48,20.23184,25,202.074479,48,421.76216,25,-19.102678,48,-53.787958,25,101.709602,48,188.998688,25,-81.261337,48,-178.973968,25,0,0,3439,152,37408
3440,153,02-Jun-02,25.935196,46,28.173304,23,0.652025,48,0.582956,25,96.109313,48,96.15132,25,19.575192,48,19.610928,25,198.738042,48,419.1782,25,-17.119748,48,-48.195031,25,99.333594,48,175.7461,25,-82.283833,48,-195.23536,25,0,0,3440,153,37409
3441,154,03-Jun-02,25.846619,42,27.586474,19,0.67879,48,0.613304,25,96.015729,48,96.04472,25,18.872079,48,18.898472,25,199.442667,48,415.9752,25,-19.613027,48,-48.885766,25,78.417792,48,143.05544,25,-101.411815,48,-224.033888,25,0,0,3441,154,37410
3442,155,04-Jun-02,23.683646,48,25.87456,25,0.845283,48,0.767844,25,96.154042,48,96.15628,25,18.868288,48,18.247872,25,114.772742,48,244.740724,25,-6.739983,48,-27.965775,25,61.042588,48,113.902192,25,-46.99015,48,-102.872736,25,0.036322,0,3442,155,37411
3443,156,05-Jun-02,20.108271,48,21.44748,25,0.930779,48,0.891944,25,96.650542,48,96.72292,25,22.903312,48,22.802936,25,107.311979,48,218.480636,25,-4.548001,48,-25.65248,25,70.232987,47,132.096433,24,-31.827715,47,-63.107238,24,0.000508,0,3443,156,37412
3444,157,06-Jun-02,20.358896,48,21.88308,25,0.826392,48,0.74356,25,96.740479,48,96.8052,25,22.039196,48,21.999192,25,199.37966,48,395.936868,25,-12.815197,48,-44.019699,25,107.027075,48,195.2216,25,-79.53731,48,-156.695444,25,0,0,3444,157,37413
3445,158,07-Jun-02,23.538021,48,25.89744,25,0.773269,48,0.6737,25,96.558312,48,96.63564,25,21.480929,48,21.435616,25,186.665567,48,373.19752,25,-14.67464,48,-48.107594,25,106.8794,48,193.62556,25,-65.111208,48,-131.46376,25,0,0,3445,158,37414
3446,159,08-Jun-02,24.502125,48,26.30968,25,0.864494,48,0.795416,25,96.419792,48,96.45336,25,21.034254,48,21.124992,25,119.827696,48,251.190844,25,-12.63876,48,-31.238854,25,60.832319,48,119.062672,25,-46.357071,48,-100.890092,25,0.015748,0,3446,159,37415
3447,160,09-Jun-02,26.255894,47,27.558583,24,0.809156,48,0.748236,25,96.167479,48,96.19836,25,20.804746,48,20.872016,25,168.125792,48,337.7392,25,-20.678169,48,-43.171531,25,87.04304,48,167.955332,25,-66.584796,47,-141.473904,24,0.000254,0,3447,160,37416
3448,161,10-Jun-02,26.608787,47,27.713417,24,0.792223,48,0.753272,25,96.002479,48,96.05016,25,20.263121,48,20.291688,25,147.226929,48,307.842224,25,-16.020177,48,-36.899574,25,86.285688,48,134.928784,25,-53.632991,47,-136.014828,25,0,0,3448,161,37417
3449,162,11-Jun-02,26.571944,36,27.604714,14,0.743298,48,0.707556,25,96.115375,48,96.18636,25,19.691321,48,19.692248,25,188.326104,48,388.36884,25,-19.763322,48,-45.627914,25,74.809504,48,136.13422,25,-93.753606,48,-206.607524,25,0,0,3449,162,37418
3450,163,12-Jun-02,26.165971,34,27.511769,13,0.733977,48,0.670824,25,96.215646,48,96.26296,25,19.129288,48,19.156496,25,205.151244,48,413.1386,25,-10.633564,37,-39.473391,15,58.437311,47,95.219704,24,-69.927697,36,-202.13208,15,0.001778,0,3450,163,37419
3451,164,13-Jun-02,21.738604,48,22.59016,25,0.920569,48,0.898624,25,96.40575,48,96.38072,25,22.091729,48,22.807968,25,76.294688,48,166.086296,25,2.141398,48,-13.075997,25,62.404633,48,114.411076,25,-16.031767,48,-38.599776,25,0.019812,0,3451,164,37420
3452,165,14-Jun-02,22.144771,48,23.99464,25,0.709527,48,0.612244,25,96.907771,48,96.99424,25,23.271775,48,23.272544,25,198.252337,48,400.902328,25,-7.890836,48,-39.921193,25,132.052143,47,234.026112,25,-62.471132,47,-126.95586,25,0,0,3452,165,37421
3453,166,15-Jun-02,22.264917,48,25.146,25,0.695769,48,0.561044,25,96.517792,48,96.5708,25,22.845912,48,22.292208,25,199.681556,48,402.24512,25,-2.412556,48,-34.989023,25,130.355771,48,207.478488,25,-86.997226,47,-159.77676,25,0.023114,0,3453,166,37422
3454,167,16-Jun-02,20.452292,48,21.3168,25,0.849004,48,0.791848,25,96.519875,48,96.63088,25,23.489113,48,23.37108,25,146.572031,48,294.284668,25,-4.906906,48,-28.887178,25,91.942642,48,168.23344,25,-49.722498,48,-97.163784,25,0,0,3454,167,37423
3455,168,17-Jun-02,22.869854,48,25.27436,25,0.758127,48,0.651128,25,96.474604,48,96.53432,25,22.214421,48,22.225992,25,206.420906,48,415.757952,25,-11.029732,48,-44.256822,25,126.12615,48,215.35992,25,-82.417113,47,-156.141712,25,0,0,3455,168,37424
3456,169,18-Jun-02,24.196646,48,26.00464,25,0.676808,48,0.599176,25,96.265604,48,96.34948,25,21.358725,48,21.371816,25,184.056262,48,384.143256,25,-8.418005,48,-34.192936,25,116.414879,48,191.813916,25,-65.807168,47,-158.134756,25,0,0,3456,169,37425
3457,170,19-Jun-02,24.328639,36,26.047533,15,0.68364,48,0.606496,25,96.517104,48,96.56004,25,20.638833,48,20.65888,25,193.765104,48,406.68968,25,-12.966465,48,-40.354536,25,70.748233,48,128.97736,25,-110.051279,48,-237.35942,25,0,0,3457,170,37426
3458,171,20-Jun-02,24.125438,32,25.763417,12,0.755717,48,0.689104,25,97.148833,48,97.27032,25,19.982679,48,19.992056,25,194.442771,48,398.25604,25,-6.907619,38,-41.288504,15,40.725738,47,79.009483,24,-76.485361,38,-212.70912,15,0,0,3458,171,37427
3459,172,21-Jun-02,24.040781,32,25.960385,13,0.775708,48,0.691552,25,97.363125,48,97.41768,25,19.446888,48,19.467976,25,180.962127,48,367.177392,25,-4.534196,37,-33.682064,15,44.500124,45,93.432823,22,-59.364838,39,-148.1707,17,0,0,3459,172,37428
3460,173,22-Jun-02,23.411156,32,25.73825,12,0.728479,48,0.653884,25,97.243,48,97.3242,25,18.848858,48,18.883704,25,196.187063,48,400.84232,25,1.012553,36,-32.461176,14,48.684976,41,110.589761,18,-125.716864,39,-300.897094,17,0,0,3460,173,37429
3461,174,23-Jun-02,22.603387,31,24.89825,12,0.601646,48,0.497864,25,96.869708,48,96.90496,25,18.121717,48,18.177464,25,196.432083,48,404.49324,25,6.725988,35,-25.36198,14,62.084022,36,143.219533,15,-169.323405,44,-369.177429,21,0,0,3461,174,37430
